类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1809,20180531,51680,51190,51800,51180,51690,51520,10,-160,29416,78594,2650
1810,20180531,51670,51420,51960,51360,51850,51640,180,-30,9008,34618,2418
1811,20180531,51880,51450,52140,51450,52040,51850,160,-30,2214,28854,312
1812,20180531,52100,52720,52720,51700,52200,52030,100,-70,2628,34540,578
1901,20180531,52410,52000,52490,51930,52410,52180,0,-230,2988,33144,296
1902,20180531,52560,52040,52710,52040,52590,52520,30,-40,1534,27044,-50
1903,20180531,52980,52400,52890,52380,52770,52660,-210,-320,862,17504,-58
1904,20180531,53310,52570,53080,52570,53000,52880,-310,-430,442,5766,68
1905,20180531,53630,52920,53310,52770,53170,53020,-460,-610,5804,21422,4138
小计,20180531,,,,,,,,,408142,707776,-22764
1806,20180601,51110,51070,51370,50880,51300,51220,190,110,33972,89280,-6132
1807,20180601,51230,51230,51570,51020,51480,51340,250,110,170982,167792,-7290
1808,20180601,51380,51370,51740,51160,51630,51500,250,120,103862,156648,852
1809,20180601,51520,51550,51890,51330,51780,51650,260,130,26138,79294,700
1810,20180601,51640,51680,52050,51500,51950,51840,310,200,8346,34896,278
1811,20180601,51850,51890,52220,51700,52100,52020,250,170,5010,25704,-3150
1812,20180601,52030,52040,52370,51860,52280,52110,250,80,1332,34594,54
1901,20180601,52180,52240,52560,52100,52420,52400,240,220,968,33252,108
1902,20180601,52520,52450,52790,52240,52660,52460,140,-60,868,27080,36
1903,20180601,52660,52680,52920,52440,52830,52760,170,100,448,17316,-188
1904,20180601,52880,52800,53080,52630,53000,52920,120,40,1558,6624,858
1905,20180601,53020,52880,53340,52830,53240,53140,220,120,1354,21292,-130
小计,20180601,,,,,,,,,354838,693772,-14004
1806,20180604,51220,51450,52140,51310,51600,51750,380,530,42840,82090,-7190
1807,20180604,51340,51640,52340,51490,51760,51870,420,530,204274,165942,-1850
1808,20180604,51500,51800,52520,51640,51950,52060,450,560,135090,164934,8286
1809,20180604,51650,51990,52670,51790,52120,52200,470,550,33518,81380,2086
1810,20180604,51840,52000,52850,51950,52270,52370,430,530,13112,36888,1992
1811,20180604,52020,52220,53010,52150,52470,52570,450,550,2690,25588,-116
1812,20180604,52110,52420,53190,52310,52620,52740,510,630,3062,35126,532
1901,20180604,52400,52420,53380,52420,52840,53050,440,650,3194,33832,580
1902,20180604,52460,52860,53650,52710,53030,53240,570,780,2262,26944,-136
1903,20180604,52760,53030,53800,52930,53230,53440,470,680,1204,17324,8
1904,20180604,52920,53110,54040,53110,53420,53760,500,840,6574,10824,4200
1905,20180604,53140,53390,54200,53320,53630,53890,490,750,4128,24014,2722
小计,20180604,,,,,,,,,451948,704886,11114
1806,20180605,51750,51840,52090,51720,52090,51870,340,120,38060,74430,-7660
1807,20180605,51870,52030,52300,51880,52290,52070,420,200,171962,177180,11238
1808,20180605,52060,52200,53000,52030,52650,52250,590,190,125738,172556,7622
1809,20180605,52200,52360,52660,52230,52660,52410,460,210,27702,82766,1386
1810,20180605,52370,52500,52810,52390,52810,52580,440,210,7796,38286,1398
1811,20180605,52570,52670,53000,52590,53000,52770,430,200,1502,25536,-52
1812,20180605,52740,52890,53190,52750,53190,52970,450,230,3454,35580,454
1901,20180605,53050,53080,53360,52960,53360,53130,310,80,2798,33554,-278
1902,20180605,53240,53310,53530,53160,53530,53320,290,80,804,26914,-30
1903,20180605,53440,53560,53680,53340,53680,53490,240,50,620,17288,-36
1904,20180605,53760,53720,53860,53550,53860,53730,100,-30,402,10786,-38
1905,20180605,53890,53850,54120,53740,54120,53880,230,-10,862,24026,12
小计,20180605,,,,,,,,,381700,718902,14016
1806,20180606,51870,52100,52960,52100,52810,52620,940,750,43500,66960,-7470
1807,20180606,52070,52370,53170,52330,53090,52780,1020,710,240740,173498,-3682
1808,20180606,52250,52570,53390,52520,53320,53000,1070,750,229322,194384,21828
1809,20180606,52410,52700,53590,52700,53520,53190,1110,780,54034,87376,4610
1810,20180606,52580,52810,53750,52810,53720,53380,1140,800,16250,41820,3534
1811,20180606,52770,53010,53930,53010,53890,53500,1120,730,3700,25308,-228
1812,20180606,52970,53250,54120,53250,54010,53690,1040,720,4524,35802,222
1901,20180606,53130,53470,54310,53420,54210,53940,1080,810,4210,34212,658
1902,20180606,53320,53620,54530,53620,54430,54130,1110,810,1784,26890,-24
1903,20180606,53490,53860,54740,53860,54670,54380,1180,890,2588,16830,-458
1904,20180606,53730,54060,54940,54060,54830,54600,1100,870,9244,17544,6758
1905,20180606,53880,54180,55140,54150,55000,54780,1120,900,3610,25986,1960
小计,20180606,,,,,,,,,613506,746610,27708
1806,20180607,52620,53100,53910,53030,53760,53630,1140,1010,35780,64280,-2680
1807,20180607,52780,53260,54140,53250,53930,53710,1150,930,233880,169330,-4168
1808,20180607,53000,53490,54360,53470,54160,53940,1160,940,287162,207070,12686
1809,20180607,53190,53780,54550,53620,54380,54150,1190,960,60690,86452,-924
1810,20180607,53380,53990,54720,53840,54530,54320,1150,940,21692,44984,3164
1811,20180607,53500,54070,54910,54020,54710,54590,1210,1090,8600,25064,-244
1812,20180607,53690,54270,55080,54180,54900,54680,1210,990,6286,36664,862
1901,20180607,53940,54400,55270,54380,55080,54930,1140,990,7760,35884,1672
1902,20180607,54130,54640,55480,54620,55320,55120,1190,990,2426,27054,164
1903,20180607,54380,54810,55690,54810,55540,55350,1160,970,2916,16752,-78
1904,20180607,54600,55060,55890,55030,55720,55580,1120,980,13510,25918,8374
1905,20180607,54780,55270,56070,55270,55850,55640,1070,860,8016,29816,3830
小计,20180607,,,,,,,,,688718,769268,22658
1806,20180608,53630,53810,54110,53320,53350,53540,-280,-90,30320,60130,-4150
1807,20180608,53710,54160,54350,53490,53560,53880,-150,170,157620,160780,-8550
1808,20180608,53940,54400,54580,53690,53780,54130,-160,190,314034,219914,12844
1809,20180608,54150,54570,54770,53880,53980,54340,-170,190,57946,88646,2194
1810,20180608,54320,54620,54960,54080,54170,54590,-150,270,21648,43926,-1058
1811,20180608,54590,54960,55150,54290,54350,54700,-240,110,5902,24864,-200
1812,20180608,54680,55200,55390,54470,54530,54900,-150,220,4906,36200,-464
1901,20180608,54930,55350,55560,54660,54660,55080,-270,150,6938,36994,1110
1902,20180608,55120,55540,55790,54880,54950,55520,-170,400,2528,27030,-24
1903,20180608,55350,55740,56020,55100,55140,55710,-210,360,2446,16702,-50
1904,20180608,55580,55890,56180,55280,55340,55910,-240,330,4438,28012,2094
1905,20180608,55640,56030,56350,55500,55500,55930,-140,290,3256,29904,88
小计,20180608,,,,,,,,,611982,773102,3834
1806,20180611,53540,53640,54030,53620,53730,53800,190,260,27840,57550,-2580
1807,20180611,53880,53820,54250,53800,53950,54030,70,150,109060,155682,-5098
1808,20180611,54130,54050,54480,54000,54160,54250,30,120,272404,224274,4360
1809,20180611,54340,54280,54680,54210,54370,54450,30,110,48224,92776,4130
1810,20180611,54590,54290,54870,54290,54520,54620,-70,30,15636,45720,1794
1811,20180611,54700,54640,55050,54580,54730,54830,30,130,4230,25132,268
1812,20180611,54900,54840,55230,54780,54830,55020,-70,120,6500,34636,-1564
1901,20180611,55080,54730,55400,54730,55060,55180,-20,100,4870,36860,-134
1902,20180611,55520,55270,55650,55160,55260,55400,-260,-120,1362,26948,-82
1903,20180611,55710,55490,55830,55380,55480,55610,-230,-100,1038,16534,-168
1904,20180611,55910,55660,56040,55560,55650,55790,-260,-120,3042,28024,12
1905,20180611,55930,55700,56240,55700,55860,55970,-70,40,5690,31682,1778
小计,20180611,,,,,,,,,499896,775818,2716
1806,20180612,53800,53550,53750,53360,53560,53520,-240,-280,25420,50140,-7410
1807,20180612,54030,53760,53980,53540,53750,53740,-280,-290,80606,154520,-1162
1808,20180612,54250,54000,54190,53730,53970,53970,-280,-280,200354,221862,-2412
1809,20180612,54450,54190,54390,53930,54150,54150,-300,-300,37132,93702,926
1810,20180612,54620,54360,54560,54120,54360,54330,-260,-290,10402,47184,1464
1811,20180612,54830,54510,54760,54330,54570,54530,-260,-300,3104,25656,524
1812,20180612,55020,54750,54970,54510,54780,54710,-240,-310,4524,33596,-1040
1901,20180612,55180,54820,55140,54710,54940,54890,-240,-290,2222,37330,470
1902,20180612,55400,55150,55340,54920,55120,55120,-280,-280,526,26882,-66
1903,20180612,55610,55350,55520,55130,55320,55300,-290,-310,358,16530,-4
1904,20180612,55790,55470,55720,55300,55500,55540,-290,-250,758,28016,-8
1905,20180612,55970,55680,55900,55500,55700,55690,-270,-280,1494,31752,70
小计,20180612,,,,,,,,,366900,767170,-8648
1806,20180613,53520,53540,53590,53080,53220,53250,-300,-270,18500,41750,-8390
1807,20180613,53740,53770,53810,53250,53340,53480,-400,-260,72010,149540,-4980
1808,20180613,53970,54010,54030,53430,53530,53710,-440,-260,205028,214972,-6890
1809,20180613,54150,54150,54210,53620,53750,53900,-400,-250,30554,95002,1300
1810,20180613,54330,54390,54400,53830,53900,54070,-430,-260,9762,48398,1214
1811,20180613,54530,54520,54550,54020,54100,54250,-430,-280,2062,25808,152
1812,20180613,54710,54690,54760,54220,54300,54460,-410,-250,1504,33512,-84
1901,20180613,54890,54910,54990,54380,54490,54660,-400,-230,954,37050,-280
1902,20180613,55120,55100,55120,54640,54690,54860,-430,-260,332,26852,-30
1903,20180613,55300,55260,55360,54840,54840,55050,-460,-250,298,16510,-20
1904,20180613,55540,55540,55540,55000,55050,55230,-490,-310,616,28014,-2
1905,20180613,55690,55760,55760,55200,55250,55440,-440,-250,1062,31726,-26
小计,20180613,,,,,,,,,342682,749134,-18036
1806,20180614,53250,53300,53660,53170,53310,53350,60,100,12520,36750,-5000
1807,20180614,53480,53500,53850,53340,53450,53580,-30,100,65780,151966,2426
1808,20180614,53710,53690,54080,53520,53630,53800,-80,90,219358,214938,-34
1809,20180614,53900,53900,54250,53710,53810,53960,-90,60,41828,96394,1392
1810,20180614,54070,54070,54440,53900,54020,54150,-50,80,13462,49302,904
1811,20180614,54250,54250,54620,54100,54210,54340,-40,90,2086,25884,76
1812,20180614,54460,54480,54820,54300,54420,54600,-40,140,1536,33358,-154
1901,20180614,54660,54620,55020,54490,54600,54820,-60,160,1740,36692,-358
1902,20180614,54860,54840,55190,54690,54810,54920,-50,60,298,26796,-56
1903,20180614,55050,55120,55400,54910,54990,55110,-60,60,418,16450,-60
1904,20180614,55230,55270,55550,55070,55160,55240,-70,10,704,28050,36
1905,20180614,55440,55520,55760,55270,55370,55480,-70,40,886,31960,234
小计,20180614,,,,,,,,,360616,748540,-594
1806,20180615,53350,53310,53430,52920,53430,53090,80,-260,7320,34040,-2710
1807,20180615,53580,53400,53520,53060,53460,53310,-120,-270,63892,149328,-2638
1808,20180615,53800,53550,53720,53230,53660,53510,-140,-290,207270,209572,-5366
1809,20180615,53960,53660,53910,53440,53850,53700,-110,-260,38198,96210,-184
1810,20180615,54150,53930,54080,53620,54020,53870,-130,-280,12022,50666,1364
1811,20180615,54340,54130,54270,53800,54210,54050,-130,-290,3890,26044,160
1812,20180615,54600,54330,54430,54010,54430,54220,-170,-380,974,33398,40
1901,20180615,54820,54510,54630,54200,54580,54450,-240,-370,1268,36692,0
1902,20180615,54920,54710,54790,54440,54730,54660,-190,-260,232,26818,22
1903,20180615,55110,54880,55060,54580,55000,54830,-110,-280,294,16458,8
1904,20180615,55240,55010,55260,54810,55260,55020,20,-220,386,28060,10
1905,20180615,55480,55330,55400,54930,55370,55200,-110,-280,1158,31662,-298
小计,20180615,,,,,,,,,336904,738948,-9592
1807,20180619,53310,52570,52720,51460,51540,52220,-1770,-1090,105638,133040,-16288
1808,20180619,53510,52660,52950,51590,51680,52310,-1830,-1200,287526,190712,-18860
1809,20180619,53700,52880,53100,51780,51840,52500,-1860,-1200,78598,93632,-2578
1810,20180619,53870,52990,53290,51950,52000,52610,-1870,-1260,32394,47994,-2672
1811,20180619,54050,53210,53480,52180,52260,52680,-1790,-1370,11674,24806,-1238
1812,20180619,54220,53450,53670,52360,52450,52980,-1770,-1240,5698,34294,896
1901,20180619,54450,53900,53900,52570,52660,53290,-1790,-1160,4098,37020,328
1902,20180619,54660,53790,54040,52780,52840,53700,-1820,-960,1300,26832,14
1903,20180619,54830,54200,54260,53000,53130,53590,-1700,-1240,1442,16348,-110
1904,20180619,55020,54280,54380,53150,53160,53860,-1860,-1160,942,28010,-50
